loan_id,loan_number,customer_id,account_id,loan_type_id,branch_id,loan_amount,interest_rate,tenure_months,emi_amount,outstanding_balance,disbursement_date,maturity_date,loan_status,collateral_value,credit_score,purpose,risk_category
187,BKAILN57746984,6493,16826,2,7,4922919,11.68,50,124821.34,1149459.34,2021-10-29,2025-12-07,Active,0.0,554,Vehicle Purchase,High
188,BKAILN18277097,3642,4284,3,26,498057,8.85,49,12148.42,410153.46,2024-05-11,2028-05-20,Active,596600.13,312,Working Capital,High
189,BKAILN22345163,5433,4015,11,6,94060,12.02,65,1975.91,26146.36,2024-10-11,2030-02-12,Closed,145999.07,431,Home Purchase,High
190,BKAILN47561442,7308,4871,3,5,4080905,11.75,51,102036.3,1708058.41,2023-07-26,2027-10-03,Active,7083687.75,581,Medical,High
191,BKAILN43440045,8908,640,11,49,1504601,10.68,50,37413.98,420554.07,2020-10-19,2024-11-27,Active,2586795.44,838,Working Capital,Low
192,BKAILN17863981,7729,17349,8,46,1686257,10.91,184,18906.77,652564.28,2025-03-18,2040-04-28,Active,2113409.73,587,Medical,High
193,BKAILN33635791,3876,19416,3,41,1058948,9.08,66,20442.49,476082.13,2016-07-23,2021-12-24,Active,1858076.99,477,Working Capital,High
194,BKAILN22114140,921,7623,10,78,6192041,7.08,101,81552.82,3640376.08,2019-12-25,2028-04-11,Active,7572183.39,338,Personal Expenses,High
195,BKAILN80638102,5979,2377,1,48,155625,9.0,277,1335.79,97724.45,2023-11-05,2046-08-06,Active,271107.61,413,Agriculture,High
196,BKAILN39962391,9650,5746,10,49,2660620,7.3,50,61875.2,1959452.52,2023-07-20,2027-08-28,Active,3973327.65,665,Vehicle Purchase,Medium
197,BKAILN95851936,9266,3412,3,64,418054,9.33,24,19162.05,388344.74,2021-12-07,2023-11-27,Active,742995.74,526,Business Expansion,High
198,BKAILN57040785,4206,3541,4,93,138021,9.89,105,1969.36,44799.79,2023-02-25,2031-10-11,Active,0.0,369,Agriculture,High
199,BKAILN31831387,7394,2416,8,5,1534068,11.56,102,23686.83,1242375.7,2020-02-16,2028-07-03,Active,2308218.3,530,Working Capital,High
200,BKAILN14159837,7067,5407,5,78,856737,10.85,8,111495.19,346254.99,2024-06-16,2025-02-11,Closed,1533296.44,794,Education,Low
201,BKAILN86741644,9006,16088,1,20,1358323,8.48,172,13670.45,499401.83,2022-05-06,2036-06-21,Active,1585354.66,702,Home Purchase,Medium
202,BKAILN73561576,1893,10105,7,51,364685,9.98,172,3993.98,132245.84,2018-05-06,2032-06-21,Active,0.0,383,Vehicle Purchase,High
203,BKAILN40365724,4401,18490,2,8,1278087,15.31,61,30279.27,633632.57,2022-07-20,2027-07-24,Active,0.0,569,Business Expansion,High
204,BKAILN73729850,9384,7722,2,61,2954258,15.51,81,59051.17,1408498.24,2019-08-23,2026-04-18,Active,0.0,848,Agriculture,Low
205,BKAILN38439415,3158,4135,12,6,6236881,10.71,24,289848.52,1594091.12,2020-06-19,2022-06-09,Active,0.0,471,Agriculture,High
206,BKAILN47071046,8515,15013,4,2,487312,12.49,61,10831.49,223003.47,2019-04-07,2024-04-10,Active,0.0,633,Agriculture,High
207,BKAILN56153339,6733,8656,2,50,1732988,13.61,30,68473.83,1398817.77,2024-05-15,2026-11-01,Active,0.0,848,Personal Expenses,Low
208,BKAILN46048781,6103,663,1,44,1796553,8.64,223,16208.02,1296145.4,2021-10-14,2040-02-07,Active,2038195.99,786,Vehicle Purchase,Low
209,BKAILN65938288,9912,2926,5,25,499962,8.84,21,25784.11,249380.82,2017-02-28,2018-11-20,Active,838974.4,575,Agriculture,High
210,BKAILN86325904,475,5694,12,25,617873,13.41,22,31834.67,286104.01,2019-10-27,2021-08-17,Active,0.0,836,Medical,Low
211,BKAILN14102122,3964,12205,1,63,1255762,8.81,236,11214.99,696462.86,2020-04-18,2039-09-06,Active,1939884.64,426,Education,High
212,BKAILN39709238,3689,6775,8,35,230485,11.05,149,2849.55,56841.44,2024-12-11,2037-03-08,Active,345861.33,519,Home Purchase,High
213,BKAILN66882385,6169,11427,11,59,1857637,9.54,82,30921.7,1377375.49,2022-01-28,2028-10-23,Active,2965824.73,581,Personal Expenses,High
214,BKAILN96884788,9729,19958,5,37,1332890,10.03,32,47644.01,1292685.92,2018-01-27,2020-09-13,Active,2249338.37,874,Business Expansion,Low
215,BKAILN98654879,5237,4586,8,93,385856,9.22,130,4703.7,304412.2,2019-09-14,2030-05-19,Active,667446.35,713,Personal Expenses,Medium
216,BKAILN95672999,7795,11748,5,65,2148139,8.78,19,121513.02,1619471.01,2021-08-27,2023-03-20,Active,2697319.83,847,Education,Low
217,BKAILN97836731,1464,7283,11,46,3974599,13.01,35,137072.17,3126524.49,2019-03-27,2022-02-09,Active,4881395.22,643,Vehicle Purchase,High
218,BKAILN87888306,1167,15474,7,25,7466680,13.83,96,128986.1,1107377.78,2020-03-23,2028-02-10,Active,0.0,897,Agriculture,Low
219,BKAILN52464268,2955,2649,9,63,816206,10.84,15,58428.52,737491.59,2019-02-12,2020-05-07,Active,1461542.93,446,Education,High
220,BKAILN27368573,7106,14071,6,52,2878214,15.44,12,260380.7,2321825.92,2020-01-05,2020-12-30,Active,0.0,390,Personal Expenses,High
221,BKAILN40368869,5642,10227,7,17,154550,9.53,148,1779.19,16028.6,2017-11-30,2030-01-26,Active,0.0,554,Vehicle Purchase,High
222,BKAILN58217837,3088,5403,3,52,1109911,8.96,26,47125.22,1105388.3,2017-10-19,2019-12-08,Active,1487184.16,801,Medical,Low
223,BKAILN60357475,4191,17523,12,80,434867,16.41,12,39540.28,298095.39,2017-07-12,2018-07-07,Active,0.0,338,Home Purchase,High
224,BKAILN37581060,153,9867,11,54,601157,9.93,77,10588.08,356218.07,2024-02-12,2030-06-10,Active,860903.38,456,Vehicle Purchase,High
225,BKAILN80215481,3305,11729,10,91,269585,8.82,29,10355.92,147723.19,2024-04-23,2026-09-10,Active,411467.93,569,Education,High
226,BKAILN99794603,8096,4888,1,12,158891,9.48,353,1338.46,28616.68,2017-12-20,2046-12-18,Active,187062.64,887,Business Expansion,Low
227,BKAILN15294153,4761,11804,12,87,1851273,14.84,34,67027.18,351423.49,2024-12-09,2027-09-25,Active,0.0,478,Business Expansion,High
228,BKAILN22475714,6106,11231,2,24,790235,16.88,17,52588.34,758293.89,2020-08-05,2021-12-28,Active,0.0,574,Agriculture,High
229,BKAILN23920137,6817,19358,8,62,411707,9.95,158,4684.43,62901.32,2017-05-10,2030-05-02,Active,724491.88,463,Personal Expenses,High
230,BKAILN45113084,5149,406,3,91,6096017,10.74,73,114096.57,5479310.61,2024-03-27,2030-03-26,Active,8586127.27,364,Medical,High
231,BKAILN29952062,9148,1789,11,2,4938447,12.99,57,116553.86,2635830.45,2022-09-18,2027-05-25,Active,7726681.59,694,Education,Medium
232,BKAILN64126921,3851,2584,9,59,657004,13.32,43,19297.57,95472.96,2022-05-20,2025-11-30,Active,825127.75,687,Personal Expenses,Medium
233,BKAILN22199793,9900,9982,2,66,748947,16.92,69,17047.97,450430.14,2025-02-06,2030-10-08,Active,0.0,300,Personal Expenses,High
234,BKAILN70737878,1869,3193,6,98,3906144,13.54,18,241008.44,2053929.86,2018-10-10,2020-04-02,Active,0.0,672,Home Purchase,Medium
235,BKAILN28850770,6705,3505,6,33,4297181,13.49,93,74730.92,3898357.08,2024-12-27,2032-08-17,Active,0.0,804,Medical,Low
236,BKAILN70465703,7494,19311,2,65,2799346,17.48,62,68874.11,2614488.04,2024-12-24,2030-01-27,Active,0.0,426,Personal Expenses,High
237,BKAILN23898777,6348,19679,1,78,4454175,9.44,132,54363.76,3218746.94,2023-07-08,2034-05-11,Closed,5441020.58,431,Agriculture,High
238,BKAILN50119441,8976,10287,7,92,3438055,14.89,75,70696.93,1620942.97,2023-12-15,2030-02-11,Active,0.0,824,Medical,Low
239,BKAILN57276557,9213,15741,4,75,1224134,9.34,98,17901.19,824074.39,2017-09-19,2025-10-07,Active,0.0,418,Agriculture,High
240,BKAILN45833216,2637,9392,11,88,329918,12.49,77,6249.63,76143.11,2021-03-25,2027-07-22,Active,517700.04,504,Home Purchase,High
241,BKAILN96854901,9196,12744,12,31,445100,15.21,12,40218.09,340743.29,2017-12-05,2018-11-30,Active,0.0,529,Vehicle Purchase,High
242,BKAILN40272606,6026,19281,12,70,250059,14.49,35,8802.72,81571.0,2017-02-28,2020-01-14,Active,0.0,753,Medical,Low
243,BKAILN15453834,7021,9146,12,72,22547786,16.29,15,1671564.22,12682276.59,2017-04-05,2018-06-29,Active,0.0,686,Education,Medium
244,BKAILN75840632,9383,18028,10,46,223310,9.54,12,19584.75,142291.41,2021-11-19,2022-11-14,Active,366577.36,608,Working Capital,High
245,BKAILN99031246,5438,10849,9,47,642977,10.49,23,30981.58,117504.69,2020-12-23,2022-11-13,Active,806832.4,518,Personal Expenses,High
246,BKAILN53075436,6249,3716,9,50,54615,13.21,53,1365.65,35627.06,2018-04-20,2022-08-27,Active,83822.68,340,Vehicle Purchase,High
247,BKAILN21052218,1573,5486,1,99,1286345,10.3,330,11740.65,1168584.55,2022-03-06,2049-04-13,Active,1588325.64,826,Home Purchase,Low
248,BKAILN96779969,1182,5039,11,4,380046,9.76,66,7464.24,338534.91,2017-08-15,2023-01-16,Active,615280.23,745,Working Capital,Medium
249,BKAILN68119636,5184,554,1,50,4340775,8.45,133,50378.71,2026575.46,2022-08-08,2033-07-11,Active,6145617.0,714,Home Purchase,Medium
250,BKAILN47784631,7171,12499,11,51,5608925,12.38,28,231666.91,2023997.07,2024-04-24,2026-08-12,Active,8862746.87,388,Home Purchase,High
251,BKAILN84292758,9095,4633,8,16,1319971,9.55,116,17470.48,1162135.57,2016-08-02,2026-02-11,Active,2050652.07,311,Agriculture,High
252,BKAILN36082023,1878,5943,9,86,6776179,11.96,17,435298.19,1546389.14,2019-10-03,2021-02-24,Active,8326534.24,558,Home Purchase,High
253,BKAILN27208745,3843,3279,9,37,88348,11.58,47,2347.04,54999.82,2017-05-13,2021-03-23,Active,156029.45,665,Medical,Medium
254,BKAILN32634412,80,10264,6,32,1882909,14.4,54,47579.49,1557033.54,2021-06-01,2025-11-07,Active,0.0,738,Agriculture,Medium
255,BKAILN47663633,2294,17650,5,26,1195338,10.52,10,125372.77,643419.66,2022-01-28,2022-11-24,Active,1405936.05,383,Business Expansion,High
256,BKAILN84033693,4270,17809,12,70,1563631,10.95,6,268991.24,986702.26,2016-11-16,2017-05-15,Active,0.0,337,Education,High
257,BKAILN98943201,3914,5435,6,97,1110270,13.75,110,17807.11,474617.11,2021-01-19,2030-02-01,Active,0.0,310,Personal Expenses,High
258,BKAILN41409454,702,6776,3,67,346648,9.33,84,5635.48,186800.96,2016-12-18,2023-11-12,Closed,396566.29,678,Working Capital,Medium
259,BKAILN45341684,9481,17838,7,73,4720110,12.08,128,65761.82,3163466.26,2019-08-28,2030-03-03,Active,0.0,580,Agriculture,High
260,BKAILN75345452,7899,19799,6,1,1583521,15.11,118,25842.22,1323052.52,2021-07-18,2031-03-28,Active,0.0,653,Education,Medium
261,BKAILN65648506,5411,3714,8,62,319767,9.58,79,5472.99,205232.3,2021-06-10,2027-12-06,Active,534608.39,535,Personal Expenses,High
262,BKAILN86808685,2407,1833,4,22,1011014,10.86,129,13314.38,673928.16,2023-12-29,2034-08-03,Active,0.0,340,Education,High
263,BKAILN39442512,6731,19689,9,19,345491,13.81,50,9126.06,343244.7,2018-09-13,2022-10-22,Active,589791.72,474,Education,High
264,BKAILN80157128,8264,13756,10,20,137934,8.98,45,3621.56,61644.87,2021-04-05,2024-12-15,Active,162210.26,507,Education,High
265,BKAILN97138408,7070,17107,8,54,1614490,12.16,213,18523.14,1472069.83,2024-01-16,2041-07-15,Active,2385409.28,301,Home Purchase,High
266,BKAILN23115341,6972,4388,12,33,3599022,13.68,13,299440.98,3071662.57,2016-12-17,2018-01-11,Active,0.0,889,Medical,Low
267,BKAILN97851693,3366,10352,2,53,1040657,12.62,81,19150.93,590870.12,2024-03-07,2030-11-01,Active,0.0,684,Education,Medium
268,BKAILN65462544,9046,18271,7,62,3776546,13.08,76,73338.77,1728558.09,2017-11-14,2024-02-11,Active,0.0,508,Personal Expenses,High
269,BKAILN38784084,8329,13126,5,44,3669878,10.97,24,170993.97,2953511.7,2020-06-29,2022-06-19,Active,6475395.6,402,Home Purchase,High
270,BKAILN61583363,6565,17073,3,37,52773,10.01,64,1067.53,15810.43,2022-07-21,2027-10-23,Active,61007.06,338,Home Purchase,High
271,BKAILN92569402,2777,1182,3,47,55615,10.83,52,1344.77,35569.32,2016-09-16,2020-12-24,Active,81257.38,537,Home Purchase,High
272,BKAILN83765077,4662,18322,3,75,1337674,9.03,41,38039.22,152267.26,2019-09-12,2023-01-24,Active,2130293.13,392,Vehicle Purchase,High
273,BKAILN77534222,4822,11141,4,15,288424,10.93,73,5426.37,56478.74,2019-10-29,2025-10-27,Active,0.0,374,Vehicle Purchase,High
274,BKAILN71836850,9615,897,9,62,1955826,13.16,48,52625.36,1528919.95,2022-10-10,2026-09-19,Active,3467419.58,769,Business Expansion,Low
275,BKAILN43320572,4707,3048,7,52,37677439,12.99,68,785667.45,21931536.76,2019-09-17,2025-04-18,Active,0.0,569,Working Capital,High
276,BKAILN76974557,3272,7696,2,95,1158239,14.66,34,41833.86,827905.27,2017-02-18,2019-12-05,Active,0.0,494,Vehicle Purchase,High
277,BKAILN92386462,109,17744,4,6,488480,9.42,87,7769.73,345956.64,2024-08-15,2031-10-08,Active,0.0,804,Working Capital,Low
278,BKAILN74199033,8860,1068,10,65,1529294,7.95,85,23588.42,946630.95,2017-02-02,2024-01-27,Active,1740189.33,733,Education,Medium
279,BKAILN35119175,8988,8614,8,31,3323938,12.42,238,37649.6,2070505.57,2021-03-31,2040-10-17,Active,4413542.63,565,Working Capital,High
280,BKAILN27601200,9436,7490,6,13,8123160,12.29,66,169932.4,4107525.34,2022-05-14,2027-10-15,Active,0.0,885,Medical,Low
281,BKAILN81669929,5173,15946,9,39,152793,11.44,36,5034.14,33771.0,2019-11-25,2022-11-09,Active,263612.13,829,Home Purchase,Low
282,BKAILN85208908,9134,8445,7,45,951868,10.04,53,22308.9,317726.12,2021-10-01,2026-02-07,Active,0.0,668,Business Expansion,Medium
283,BKAILN75430302,7323,2570,6,49,21713103,17.07,89,431668.36,9110777.51,2022-04-24,2029-08-15,Active,0.0,822,Personal Expenses,Low
284,BKAILN52530677,4774,8765,11,78,1843395,13.33,79,35172.66,315590.58,2024-09-13,2031-03-11,Active,2471140.75,621,Vehicle Purchase,High
285,BKAILN20746107,3451,5470,8,51,442112,11.73,152,5597.7,93964.68,2025-03-30,2037-09-23,Active,558935.25,557,Business Expansion,High
286,BKAILN51523026,3758,8107,8,95,1332596,10.92,66,26946.51,234377.17,2023-10-05,2029-03-07,Active,2334858.38,699,Education,Medium
287,BKAILN83624500,7289,4428,3,90,7993402,10.46,34,272671.99,7813417.69,2020-04-06,2023-01-21,Active,11817516.76,578,Personal Expenses,High
288,BKAILN51321368,5993,13508,11,34,9477706,12.5,80,175194.0,5551104.82,2020-02-07,2026-09-03,Active,15764225.14,752,Home Purchase,Low
289,BKAILN50213043,150,14105,1,38,785843,9.43,314,6753.64,730739.34,2017-10-15,2043-07-31,Active,1385339.25,788,Home Purchase,Low
290,BKAILN20631350,6918,7850,9,67,3655711,11.18,38,114678.01,1647815.18,2018-04-05,2021-05-19,Active,4989499.51,569,Vehicle Purchase,High
291,BKAILN46525224,8061,6154,5,42,474048,9.95,23,22723.61,94487.59,2022-04-03,2024-02-22,Active,672550.91,763,Home Purchase,Low
292,BKAILN51819114,8166,12170,9,60,197909,9.6,18,11849.42,22413.66,2023-10-24,2025-04-16,Active,247788.33,730,Home Purchase,Medium
293,BKAILN61214452,207,3997,6,99,617521,11.56,108,9224.02,168566.6,2023-06-20,2032-05-03,Active,0.0,556,Agriculture,High
294,BKAILN94444996,692,18009,8,67,1466441,9.87,68,28241.61,1415251.22,2017-11-10,2023-06-12,Active,2574118.2,462,Personal Expenses,High
295,BKAILN26059096,6485,7966,11,2,2913471,10.7,47,76154.56,330856.49,2021-11-11,2025-09-21,Default,4824921.47,898,Personal Expenses,Low
296,BKAILN18022882,5825,5044,12,90,454119,14.08,17,29621.45,183727.41,2018-07-26,2019-12-18,Active,0.0,361,Business Expansion,High
297,BKAILN75136149,7169,18319,3,38,342736,10.34,44,9392.27,144754.81,2021-04-07,2024-11-17,Active,409333.9,340,Personal Expenses,High
298,BKAILN45346140,8874,12030,4,59,232276,10.77,163,2718.22,55635.43,2019-07-19,2032-12-07,Active,0.0,602,Agriculture,High
299,BKAILN35483846,8587,16304,12,99,4601297,11.61,6,793059.76,4465314.14,2018-02-13,2018-08-12,Active,0.0,696,Vehicle Purchase,Medium
300,BKAILN37122588,1754,15905,6,25,4194463,13.87,53,106283.45,1093810.75,2024-01-18,2028-05-26,Active,0.0,332,Agriculture,High
301,BKAILN98013189,8052,2621,11,60,417690,11.46,63,8853.94,68412.01,2017-06-14,2022-08-17,Active,731436.89,513,Home Purchase,High
302,BKAILN20460308,3538,17023,6,13,1273994,14.91,65,28683.7,208106.05,2017-04-08,2022-08-10,Active,0.0,611,Medical,High
303,BKAILN58045029,7516,13995,9,14,1877570,11.23,24,87710.11,889341.33,2019-03-30,2021-03-19,Active,2204004.18,890,Education,Low
304,BKAILN65343779,7055,10599,9,78,8716256,11.31,33,308562.98,8649286.32,2019-05-02,2022-01-16,Active,11568719.43,680,Medical,Medium
305,BKAILN28130896,4946,216,7,39,3876951,13.71,77,75972.55,2466464.06,2022-04-24,2028-08-20,Default,0.0,830,Medical,Low
306,BKAILN71789789,5828,5116,6,18,1078725,11.15,117,15160.9,258077.74,2019-02-03,2028-09-13,Active,0.0,338,Medical,High
307,BKAILN33206579,8000,18882,4,13,3676876,9.52,100,53400.51,1442154.78,2017-05-22,2025-08-08,Active,0.0,794,Vehicle Purchase,Low
308,BKAILN97614538,9869,375,1,82,7805064,9.89,267,72419.49,3706387.16,2020-08-19,2042-07-25,Active,13327004.48,532,Agriculture,High
309,BKAILN69809598,9751,18850,1,65,1632315,8.94,130,19646.35,388291.39,2023-01-10,2033-09-14,Active,2565255.94,702,Agriculture,Medium
310,BKAILN68316409,2137,4420,5,62,2346220,10.36,10,245906.27,1077553.55,2019-05-10,2020-03-05,Active,2720571.82,813,Personal Expenses,Low
311,BKAILN22025190,1844,13553,7,55,344213,13.09,62,7668.35,167652.09,2016-10-16,2021-11-19,Active,0.0,889,Medical,Low
312,BKAILN36801295,6125,5112,6,97,2709909,13.41,95,46442.11,380443.57,2020-07-24,2028-05-13,Active,0.0,539,Business Expansion,High
313,BKAILN13053200,5438,6849,2,95,3206639,16.05,43,98545.89,1201227.0,2024-04-03,2027-10-15,Active,0.0,782,Medical,Low
314,BKAILN48119652,3289,8890,9,7,1512980,11.85,28,62113.84,868630.84,2018-01-23,2020-05-12,Active,1934828.24,361,Home Purchase,High
315,BKAILN78255127,1632,10337,2,63,1884331,13.41,46,52614.04,843937.03,2018-03-22,2021-12-31,Active,0.0,689,Business Expansion,Medium
316,BKAILN12465878,5682,11532,3,46,5333468,9.4,53,123350.23,2134521.47,2022-01-31,2026-06-09,Active,7335544.54,460,Medical,High
317,BKAILN21783647,6263,17063,9,87,5247178,10.74,15,375378.97,1241153.65,2022-12-22,2024-03-16,Active,9067242.8,440,Medical,High
318,BKAILN82659280,3315,4526,7,40,1155115,10.82,51,28354.87,793824.35,2023-03-09,2027-05-17,Active,0.0,894,Education,Low
319,BKAILN29531743,484,10443,7,53,1684565,14.98,49,46166.29,347944.48,2017-06-08,2021-06-17,Default,0.0,625,Vehicle Purchase,High
320,BKAILN91282861,9291,7567,8,77,437102,11.61,223,4788.31,343650.79,2025-03-17,2043-07-11,Active,668061.07,573,Home Purchase,High
321,BKAILN31983035,3167,7415,6,5,299876,11.56,111,4410.46,162623.07,2021-02-26,2030-04-10,Active,0.0,440,Home Purchase,High
322,BKAILN71410640,4044,14011,5,52,439213,10.85,13,35962.45,386690.2,2020-07-29,2021-08-23,Active,633766.8,632,Agriculture,High
323,BKAILN24672184,7400,14972,12,6,4490603,12.38,25,204702.67,3629430.53,2017-08-09,2019-08-29,Active,0.0,833,Medical,Low
324,BKAILN71920968,2728,13844,9,38,70579,11.92,59,1586.61,32341.83,2020-07-28,2025-06-02,Active,92683.49,592,Home Purchase,High
325,BKAILN28160554,6441,13552,12,42,293048,13.6,10,31162.34,183712.66,2016-10-08,2017-08-04,Active,0.0,859,Education,Low
326,BKAILN21449650,8583,12586,8,94,3048922,11.07,111,44006.1,555123.68,2024-02-12,2033-03-26,Active,4861075.31,671,Education,Medium
327,BKAILN66315301,5048,10143,7,94,452789,12.53,23,22247.06,118168.91,2023-11-18,2025-10-08,Active,0.0,352,Personal Expenses,High
328,BKAILN41927492,3554,19296,5,85,925411,9.88,9,107102.62,545206.86,2019-11-29,2020-08-25,Active,1021677.23,805,Agriculture,Low
329,BKAILN14928616,2382,1063,8,86,4295718,9.28,213,41206.57,618699.03,2023-03-05,2040-09-01,Active,5171096.48,657,Vehicle Purchase,Medium
330,BKAILN85454146,2907,14921,6,96,2747628,17.44,18,174581.94,2005389.64,2017-09-30,2019-03-24,Active,0.0,886,Home Purchase,Low
331,BKAILN54185620,8636,13559,2,68,243236,16.26,53,6462.58,53777.34,2020-03-22,2024-07-29,Active,0.0,581,Medical,High
332,BKAILN67318164,9976,10371,10,34,4218563,7.17,85,63440.33,3967569.08,2018-09-20,2025-09-13,Active,7552893.72,594,Working Capital,High
333,BKAILN25865493,393,15234,3,81,9131427,10.75,55,211000.12,6736512.67,2022-11-22,2027-05-30,Active,16303983.58,301,Medical,High
334,BKAILN51308532,4920,16604,10,71,73851,10.0,64,1493.55,53247.71,2023-03-31,2028-07-02,Active,94388.39,369,Home Purchase,High
335,BKAILN73686372,583,4449,2,62,257643,15.64,55,6591.48,239621.33,2021-09-17,2026-03-25,Active,0.0,790,Personal Expenses,Low
336,BKAILN87496999,5435,11587,9,9,1368123,13.53,41,41858.26,525294.32,2017-11-24,2021-04-07,Default,2018145.37,513,Vehicle Purchase,High
337,BKAILN14245067,4449,13562,1,12,378472,9.01,216,3546.55,332349.25,2024-03-11,2041-12-07,Active,615425.05,622,Medical,High
338,BKAILN69562350,8291,818,6,62,1601216,14.16,50,42578.35,1280990.98,2025-01-30,2029-03-10,Closed,0.0,394,Education,High
339,BKAILN27812995,3362,1198,4,59,3301739,9.86,147,38773.72,2773212.03,2024-05-26,2036-06-22,Active,0.0,828,Business Expansion,Low
340,BKAILN13017249,9463,10229,1,82,7795838,8.95,131,93447.52,4432089.36,2024-05-06,2035-02-08,Closed,12171556.12,619,Working Capital,High
341,BKAILN78996054,1678,6770,4,70,329065,9.27,94,4937.12,66804.92,2022-06-08,2030-02-26,Active,0.0,873,Working Capital,Low
342,BKAILN27458237,476,15426,5,87,471529,8.42,28,18607.56,425799.55,2018-08-17,2020-12-04,Active,697110.35,351,Agriculture,High
343,BKAILN20542212,7630,18606,1,17,4500315,8.44,220,40268.48,1796070.7,2021-12-31,2040-01-26,Active,5574553.68,846,Personal Expenses,Low
344,BKAILN53588695,7427,15975,2,4,6205625,13.92,71,128759.88,1644600.86,2021-02-08,2026-12-09,Active,0.0,638,Business Expansion,High
345,BKAILN53737494,9112,2325,6,39,1091937,14.35,120,17184.66,912638.33,2020-12-14,2030-10-23,Active,0.0,409,Agriculture,High
